"iso","country","year_investment","sector","subsector","investor","region","share_size","bri","gdp","investment","investments_share_percent_gdp"
"RUS","Russia",2019,"Energy","Gas","Bomesc Offshore Engineering","Europe & Central Asia",NA,1,1687448525466.61,5.07e+09,0.300453609309241
"RWA","Rwanda",2015,"Energy","Hydro","China Petroleum and Chemical (Sinopec), Jiangxi Water","Sub-Saharan Africa",NA,0,8539048447.78065,3.4e+08,3.98170829079168
"RWA","Rwanda",2020,"Energy","Hydro","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,1,10333991455.5443,2.1e+08,2.03212863977483
"SAU","Saudi Arabia",2009,"Transport","Rail","China Railway Construction","Middle East & North Africa",NA,0,429097899280,3.3e+09,0.769055268165423
"SAU","Saudi Arabia",2011,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.38",0,671238840106.667,3.81e+09,0.56760720213904
"SAU","Saudi Arabia",2012,"Transport","Shipping","China National Chemical Engineering","Middle East & North Africa",NA,0,735974843360,4.9e+08,0.0665783626194296
"SAU","Saudi Arabia",2013,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,0,746647127413.333,3.88e+09,0.519656455847059
"SAU","Saudi Arabia",2014,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,0,756350347333.333,4.9e+08,0.0647847920910719
"SAU","Saudi Arabia",2015,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,0,654269902880,2.13e+09,0.325553718828278
"SAU","Saudi Arabia",2016,"Energy","Oil","China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,0,644935541440,3.3e+08,0.0511679042006558
"SAU","Saudi Arabia",2017,"Energy","Oil","China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,1,688586244293.333,5.4e+08,0.0784215491487459
"SAU","Saudi Arabia",2018,"Energy","Gas","China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,1,786521831573.333,4.15e+09,0.527639517862902
"SAU","Saudi Arabia",2019,"Energy","Alternative","State Administration of Foreign Exchange (SAFE)","Middle East & North Africa","0.25",1,792966838160,1.99e+09,0.250956270077775
"SAU","Saudi Arabia",2020,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,1,700117873253.333,1.22e+09,0.174256371192305
"SDN","Sudan",2008,"Energy","Hydro","Sinohydro, China Three Gorges","Sub-Saharan Africa",NA,0,64831935604.2484,4e+08,0.616979882324828
"SDN","Sudan",2009,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa",NA,0,51621044076.9231,5.3e+08,1.02671305758601
"SDN","Sudan",2010,"Energy","Hydro","China Three Gorges","Sub-Saharan Africa",NA,0,58962978034.4828,1.64e+09,2.78140632422076
"SDN","Sudan",2011,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,55018567210.5263,2.2e+08,0.39986501131187
"SDN","Sudan",2014,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,49516748617.9775,1.45e+09,2.92830212093846
"SEN","Senegal",2015,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,17774766636.0459,1.83e+09,10.2954938169984
"SGP","Singapore",2008,"Transport","Shipping","China Ocean Shipping (COSCO)","East Asia & Pacific","0.28999999999999998",0,193611986712.842,3.68e+09,1.90070876420376
"SGP","Singapore",2009,"Energy","Oil","China National Petroleum Corp. (CNPC)","East Asia & Pacific","0.46",0,194152286008.938,2.18e+09,1.12282994180127
"SGP","Singapore",2010,"Transport","Shipping","China Communications Construction","East Asia & Pacific",NA,0,239809387605.427,3.2e+08,0.13343931327931
"SGP","Singapore",2011,"Transport","Rail","China Railway Construction","East Asia & Pacific",NA,0,279351168707.267,5.8e+08,0.207623974756943
"SGP","Singapore",2013,"Transport","Rail","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,307576360584.992,1.5e+08,0.0487683772948964
"SGP","Singapore",2014,"Transport","Rail","Shanghai Shentong","East Asia & Pacific",NA,0,314851156183.411,7.6e+08,0.241383900002983
"SGP","Singapore",2016,"Transport","Rail","China Minmetals","East Asia & Pacific",NA,0,318763807455.664,7.8e+08,0.244695282763081
"SGP","Singapore",2017,"Transport","Rail","China State Construction Engineering","East Asia & Pacific",NA,1,343337750742.27,8.7e+08,0.253394798014237
"SGP","Singapore",2018,"Transport","Shipping","China Communications Construction","East Asia & Pacific","1",1,375981539145.907,2e+08,0.0531941010865393
"SGP","Singapore",2019,"Energy","Alternative","Tianjin Zhonghuan Semi","East Asia & Pacific","0.28999999999999998",1,374386306993.109,8e+08,0.213683028747824
"SLE","Sierra Leone",2011,"Transport","Rail","China Communications Construction","Sub-Saharan Africa",NA,0,2942546781.04548,4.9e+08,16.6522416281145
"SLE","Sierra Leone",2014,"Transport","Shipping","Tidfore Heavy","Sub-Saharan Africa",NA,0,5015157815.73406,7.1e+08,14.1570819122086
"SRB","Serbia",2010,"Energy","Coal","China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,41819468691.8251,3.4e+08,0.813018459190667
"SRB","Serbia",2014,"Energy",NA,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,47062206677.6539,9.7e+08,2.06110182347352
"SRB","Serbia",2017,"Energy","Gas","Shanghai Electric","Europe & Central Asia",NA,1,44179055279.8887,4.4e+08,0.995947055029712
"SRB","Serbia",2018,"Energy","Alternative","Shanghai Electric","Europe & Central Asia",NA,1,50640650221.4622,1.4e+08,0.276457745680102
"SRB","Serbia",2019,"Transport","Rail","China Railway Engineering","Europe & Central Asia",NA,1,51514222381.8428,3.5e+08,0.679424018877094
"SSD","South Sudan",2012,"Energy","Hydro","China Energy Engineering","Sub-Saharan Africa",NA,0,11931472169.4915,1.4e+09,11.7336735996398
"SSD","South Sudan",2015,"Energy","Oil","Sinosteel","Sub-Saharan Africa",NA,0,11997800760.2242,3.8e+08,3.16724712798864
"STP","São Tomé & Príncipe",2013,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa",NA,0,300554483.611626,1.5e+08,49.9077565563217
"STP","São Tomé & Príncipe",2015,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,316066072.343754,1.2e+08,37.9667450891369
"SWE","Sweden",2018,"Energy","Alternative","China General Nuclear Power","Europe & Central Asia","0.75",0,555455371487.089,7.1e+08,0.127823050499837
"SYR","Syria",2005,"Energy","Oil","China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.16",0,134203830734.967,2.9e+08,0.21608921176975
"SYR","Syria",2008,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa","1",0,218089977728.285,1.99e+09,0.912467423184073
"SYR","Syria",2010,"Energy",NA,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.35",0,252518218262.806,1.48e+09,0.586096326111292
"TCD","Chad",2007,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.5",0,8650138068.63161,2e+08,2.31210182326764
"TCD","Chad",2009,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.6",0,9290728773.35723,4.7e+08,5.05880659596701
"TCD","Chad",2011,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,12172309522.6171,6e+09,49.2922069460322
"TCD","Chad",2014,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,13940768065.6063,1.3e+08,0.932516769436305
"TCD","Chad",2016,"Energy","Oil","CEFC China Energy","Sub-Saharan Africa","0.35",0,10097778353.7651,1.1e+08,1.08934852941177
"TCD","Chad",2017,"Energy","Oil","China Energy Engineering","Sub-Saharan Africa",NA,0,10000395242.1457,3.1e+08,3.09987747977735
"TGO","Togo",2009,"Energy","Hydro","Sinohydro","Sub-Saharan Africa",NA,0,3379258564.97242,3.9e+08,11.5409931646702
"THA","Thailand",2010,"Transport","Rail","Sinohydro","East Asia & Pacific","0.5",0,341104820155.464,1.7e+08,0.049838052690818
"THA","Thailand",2012,"Energy","Alternative","China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,0,397558222957.17,1e+08,0.0251535483925265
"THA","Thailand",2013,"Energy","Hydro","China Three Gorges","East Asia & Pacific",NA,0,420333203150.426,1.1e+08,0.0261697146871916
"THA","Thailand",2015,"Energy","Alternative","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,401296437424.995,8.1e+08,0.201845798880633
"THA","Thailand",2016,"Energy","Alternative","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,413366150655.591,3.9e+08,0.0943473478371336
"THA","Thailand",2017,"Energy","Gas","China Petroleum and Chemical (Sinopec)","East Asia & Pacific",NA,1,456356961443.497,1.9e+08,0.041634075088723
"THA","Thailand",2018,"Transport","Rail","Power Construction Corp. (PowerChina)","East Asia & Pacific","0.49",1,506611070188.362,1.5e+08,0.0296085120967114
"THA","Thailand",2019,"Energy","Oil","China National Petroleum Corp. (CNPC)","East Asia & Pacific",NA,1,544263840039.166,4.7e+08,0.0863551765566822
"THA","Thailand",2020,"Transport","Rail","China Railway Construction","East Asia & Pacific","0.1",1,501643653514.925,1.94e+09,0.386728704012654
"TJK","Tajikistan",2006,"Energy",NA,"Tebian Electric Apparatus (TBEA)","Europe & Central Asia",NA,0,2830220713.07301,4e+08,14.1331733653269
"TJK","Tajikistan",2012,"Energy","Coal","Tebian Electric Apparatus (TBEA)","Europe & Central Asia",NA,0,7633049792.09321,3.5e+08,4.58532316090158
"TJK","Tajikistan",2016,"Energy","Hydro","Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,1,6992393787.40891,1.7e+08,2.4312131891959
"TKM","Turkmenistan",2007,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,0,12664165103.1895,1.5e+08,1.18444444444444
"TKM","Turkmenistan",2009,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,0,20214385964.9123,3.13e+09,15.484022148548
"TKM","Turkmenistan",2012,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,0,35164210526.3158,2.92e+09,8.30389750344249
"TKM","Turkmenistan",2014,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia","1",0,43524210526.3158,6e+08,1.37854309761052
"TTO","Trinidad & Tobago",2009,"Energy","Oil","China National Off-shore Oil (CNOOC), China Petroleum and Chemical (Sinopec)","Latin America & Caribbean","1",0,19172165225.5015,3.2e+08,1.66908638766767
"TTO","Trinidad & Tobago",2011,"Energy",NA,"China Investment Corporation (CIC)","Latin America & Caribbean","0.1",0,25433011405.3017,8.5e+08,3.34211307679755
"TUR","Turkey",2005,"Transport","Rail","China Railway Construction, China General Technology (Genertec)","Europe & Central Asia",NA,0,506308311476.63,1.27e+09,0.250835305526803
"TUR","Turkey",2007,"Energy","Coal","China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,681337335021.874,6.1e+08,0.0895298068438325
"TUR","Turkey",2008,"Energy","Coal","Datong","Europe & Central Asia",NA,0,770462156204.38,7.6e+08,0.0986420934344237
"TUR","Turkey",2010,"Energy",NA,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,776992599946.766,3.6e+08,0.0463324875970073
"TUR","Turkey",2011,"Energy","Gas","China National Chemical Engineering","Europe & Central Asia",NA,0,838762755164.179,6.4e+08,0.0763028634807141
"TUR","Turkey",2012,"Energy",NA,"Harbin Electric","Europe & Central Asia","0.5",0,880556375779.51,7.3e+08,0.082902130979833
"TUR","Turkey",2013,"Energy","Hydro","China General Technology (Genertec)","Europe & Central Asia",NA,0,957783020853.031,3.08e+09,0.321575965844211
"TUR","Turkey",2015,"Energy",NA,"China National Machinery Industry (Sinomach)","Europe & Central Asia","0.75",1,864316670330.882,3.8e+08,0.0439653674450739
"TUR","Turkey",2016,"Energy","Coal","Dongfang Electric Corporation","Europe & Central Asia",NA,1,869692960365.551,6.6e+08,0.0758888515922433
"TUR","Turkey",2017,"Energy","Coal","Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,1,858996263095.858,1.09e+09,0.126892286594076
"TUR","Turkey",2019,"Energy","Coal","State Power Investment Corporation, Aviation Industry Corp. (AVIC)","Europe & Central Asia","0.79",1,761004425605.414,1.43e+09,0.187909551099177
"TZA","Tanzania",2011,"Energy","Alternative","China Dalian International Economic & Technical","Sub-Saharan Africa",NA,0,34657139495.4031,9.4e+08,2.71228385748536
"TZA","Tanzania",2013,"Energy",NA,"Tebian Electric Apparatus (TBEA)","Sub-Saharan Africa",NA,0,45680532613.7591,1.23e+09,2.6926130883805
"TZA","Tanzania",2014,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,49964788814.0926,2e+08,0.400281887999474
"TZA","Tanzania",2015,"Transport","Rail","China Railway Engineering","Sub-Saharan Africa",NA,0,47378599025.3044,1.4e+09,2.9549206367463
"TZA","Tanzania",2017,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,53320625958.5628,1.5e+08,0.281317027516837
"TZA","Tanzania",2018,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,1,57003713610.7625,1.5e+08,0.263140750836415
"TZA","Tanzania",2019,"Energy","Hydro","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,1,61136873692.3985,9.7e+08,1.58660386345631
"UGA","Uganda",2013,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,28915786996.5408,4.39e+09,15.1820180461461
"UGA","Uganda",2019,"Energy",NA,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,1,35353060634.2022,4.3e+08,1.21630204651644
"UKR","Ukraine",2011,"Energy","Gas","China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,169333048847.834,2.94e+09,1.73622338935263
"UKR","Ukraine",2016,"Energy","Alternative","China National Building Material","Europe & Central Asia",NA,0,93355993628.5042,1.8e+08,0.192810330653522
"UKR","Ukraine",2018,"Energy","Coal","Dongfang Electric Corporation","Europe & Central Asia",NA,1,130891049796.879,1.35e+09,1.03139214032967
"UKR","Ukraine",2019,"Energy","Alternative","Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,1,153882982016.281,1.26e+09,0.818803992157294
"UKR","Ukraine",2020,"Energy","Alternative","China Energy Engineering","Europe & Central Asia",NA,1,155498989149.587,2.4e+08,0.154341839334483
"USA","United States",2007,"Energy",NA,"China Petroleum and Chemical (Sinopec)","North America",NA,0,14451858656000,1e+08,0.000691952518913426
"USA","United States",2009,"Energy","Oil","China National Off-shore Oil (CNOOC)","North America",NA,0,14448933025000,1.78e+09,0.0123192487425901
"USA","United States",2010,"Energy","Gas","Hopu Investment","North America","0.01",0,14992052727000,4.01e+09,0.0267475046481005
"USA","United States",2011,"Energy","Alternative","Xinjiang Goldwind","North America","1",0,15542581104000,2e+08,0.00128678755904017
"USA","United States",2012,"Energy","Alternative","Wanxiang","North America",NA,0,16197007349000,3.5e+09,0.0216089301226136
"USA","United States",2013,"Energy","Gas","Shenhua","North America","0.51",0,16784849196000,3.27e+09,0.0194818551052533
"USA","United States",2014,"Energy",NA,"China Investment Corporation (CIC)","North America","0.08",0,17527163695000,8.6e+08,0.00490666952717132
"USA","United States",2015,"Transport","Rail","China Railway Rolling Stock Corporation (CRRC)","North America","1",0,18238300569000,2.95e+09,0.0161747526247822
"USA","United States",2016,"Energy","Alternative","China Poly","North America",NA,0,18745075687000,1.5e+08,0.000800210159215454
"USA","United States",2017,"Transport","Rail","China Railway Rolling Stock Corporation (CRRC)","North America","1",0,19542979183000,2.13e+09,0.0108990547452092
"USA","United States",2018,"Transport","Rail","China State Construction Engineering","North America",NA,0,20611860934000,6e+08,0.00291094531406564
"UZB","Uzbekistan",2007,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,0,22311393927.8817,8.8e+08,3.94417311103229
"UZB","Uzbekistan",2012,"Energy","Coal","Harbin Electric","Europe & Central Asia",NA,0,67517349212.0609,2.27e+09,3.36209881829084
"UZB","Uzbekistan",2013,"Transport","Rail","China Railway Engineering","Europe & Central Asia",NA,0,73180036692.3255,4.6e+08,0.628586730468585
"UZB","Uzbekistan",2016,"Energy","Alternative","China Singyes","Europe & Central Asia",NA,1,86138288615.1218,1.5e+08,0.174138588555226
"UZB","Uzbekistan",2017,"Energy","Gas","China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.5",1,62081323299.0324,3e+08,0.483237121984279
"UZB","Uzbekistan",2020,"Energy","Alternative","Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,1,59929951114.3598,6.5e+08,1.08459958320282
"VEN","Venezuela",2010,"Energy",NA,"China National Machinery Industry (Sinomach)","Latin America & Caribbean",NA,0,393192354510.653,3.12e+09,0.793504747538388
"VEN","Venezuela",2011,"Transport","Shipping","China Communications Construction","Latin America & Caribbean",NA,0,316482190800.364,3.2e+08,0.101111534646149
"VEN","Venezuela",2012,"Energy","Oil","Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,0,381286237847.667,2.24e+09,0.587485143089516
"VEN","Venezuela",2013,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,0,371005379786.566,1.4e+09,0.377353018655794
"VEN","Venezuela",2014,"Energy","Hydro","Dongfang Electric Corporation","Latin America & Caribbean",NA,0,482359318767.703,1.08e+09,0.223899478662319
"VEN","Venezuela",2015,"Energy",NA,"China Energy Engineering","Latin America & Caribbean",NA,0,NA,3.12e+09,NA
"VEN","Venezuela",2016,"Energy","Oil","China National Petroleum Corp. (CNPC)","Latin America & Caribbean",NA,0,NA,1.46e+09,NA
"VEN","Venezuela",2018,"Energy","Oil","China National Petroleum Corp. (CNPC)","Latin America & Caribbean","0.1",1,NA,6.1e+08,NA
"VNM","Vietnam",2006,"Energy","Coal","Dongfang Electric Corporation","East Asia & Pacific","0.55000000000000004",0,66371664817.0436,3.3e+08,0.497200124344718
"VNM","Vietnam",2008,"Transport","Shipping","China Communications Construction","East Asia & Pacific",NA,0,99130304099.1274,1.6e+08,0.161403721550178
"VNM","Vietnam",2009,"Transport","Rail","China Railway Engineering","East Asia & Pacific",NA,0,106014659770.222,1.8e+09,1.69787839144261
"VNM","Vietnam",2010,"Energy","Hydro","Hydrochina","East Asia & Pacific",NA,0,115931749697.241,3.4e+09,2.9327600151634
"VNM","Vietnam",2011,"Energy","Coal","China Huadian Corporation (Huadian)","East Asia & Pacific",NA,0,135539438559.709,3.26e+09,2.40520400161159
"VNM","Vietnam",2012,"Energy","Hydro","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,155820001920.492,3e+08,0.192529839752586
"VNM","Vietnam",2013,"Energy","Coal","Harbin Electric, China Energy Engineering","East Asia & Pacific",NA,0,171222025117.381,8.7e+08,0.508112200754297
"VNM","Vietnam",2015,"Transport","Rail","China Railway Engineering","East Asia & Pacific",NA,0,193241108709.536,3.33e+09,1.72323581780178
"VNM","Vietnam",2017,"Energy","Alternative","Trina Solar","East Asia & Pacific","1",1,223779865815.183,9.1e+08,0.406649631630201
"VNM","Vietnam",2018,"Energy","Alternative","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,1,245213686369.157,5.5e+08,0.224294168952708
"VNM","Vietnam",2019,"Energy","Alternative","Shanxi Construction Investment","East Asia & Pacific",NA,1,261921244843.172,6.5e+08,0.248166199877827
"VNM","Vietnam",2020,"Energy","Alternative","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,1,271158442448.537,3.66e+09,1.349764354357
"YEM","Yemen",2008,"Energy","Oil","Sinochem","Middle East & North Africa","0.16800000000000001",0,26910851361.7555,4.7e+08,1.74650736121988
"YEM","Yemen",2013,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,0,40415235701.9871,5.1e+08,1.2619003480782
"ZAF","South Africa",2012,"Energy","Coal","Beijing Jingmei","Sub-Saharan Africa","0.24",0,434400545085.811,1e+08,0.0230202289410678
"ZAF","South Africa",2015,"Energy","Coal","Qingdao Hengshun","Sub-Saharan Africa","0.34",0,346709790458.563,4.9e+08,0.141328573200059
"ZAF","South Africa",2018,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa","1",1,404842116738.074,1.33e+09,0.328523131613919
"ZMB","Zambia",2008,"Energy","Hydro","Sinohydro","Sub-Saharan Africa",NA,0,17910858637.9048,2.8e+08,1.56329747032582
"ZMB","Zambia",2009,"Energy","Hydro","China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,15328342303.9575,8.6e+08,5.61052188779711
"ZMB","Zambia",2011,"Energy",NA,"Tebian Electric Apparatus (TBEA)","Sub-Saharan Africa",NA,0,23459515275.5776,4.9e+08,2.08870470785094
"ZMB","Zambia",2012,"Energy",NA,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,25503060420.026,6.5e+08,2.5487137202153
"ZMB","Zambia",2014,"Energy","Coal","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,27141023558.0829,4.5e+08,1.65800674037581
"ZMB","Zambia",2015,"Energy",NA,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,21251216798.7762,2.18e+09,10.2582361313331
"ZMB","Zambia",2016,"Energy",NA,"China Railway Engineering","Sub-Saharan Africa",NA,0,20958412538.3093,2.2e+08,1.04969782228434
"ZMB","Zambia",2020,"Energy","Alternative","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,1,18110631358.3114,1.38e+09,7.61983374680466
"ZWE","Zimbabwe",2010,"Energy","Hydro","Sinohydro","Sub-Saharan Africa",NA,0,12041655200,4e+08,3.32180247114201
"ZWE","Zimbabwe",2014,"Energy","Hydro","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,19495519600,7.8e+08,4.00091926762496
"ZWE","Zimbabwe",2015,"Energy","Alternative","Zhejiang Chint","Sub-Saharan Africa",NA,0,19963120600,1.2e+09,6.01108425904114
"ZWE","Zimbabwe",2016,"Energy","Hydro","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,20548678100,6e+08,2.91989585451728
"ZWE","Zimbabwe",2017,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,17584890936.6523,1.5e+08,0.853005006060936
"ZWE","Zimbabwe",2018,"Energy","Gas","Sinosteel","Sub-Saharan Africa",NA,1,18115543790.7855,2.47e+09,13.6346997281769
"ZWE","Zimbabwe",2019,"Energy","Alternative","China Energy Engineering","Sub-Saharan Africa",NA,1,19284289739.0517,2e+08,1.03711364383304
"ZWE","Zimbabwe",2020,"Energy","Coal","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,1,18051170798.941,6.3e+08,3.49007832797726
