"country","year","connectivity_index","iso"
"Indonesia","2018",43.7065101954,"IDN"
"Indonesia","2019",45.7190994288,"IDN"
"Indonesia","2020",51.1074556338,"IDN"
"Iran","2006",18.3818127959,"IRN"
"Iran","2007",25.7427956923,"IRN"
"Iran","2008",20.3471199906,"IRN"
"Iran","2009",25.6640647712,"IRN"
"Iran","2010",31.2403187535,"IRN"
"Iran","2011",31.5874064911,"IRN"
"Iran","2012",23.3384183372,"IRN"
"Iran","2013",23.3473826358,"IRN"
"Iran","2014",18.9921497625,"IRN"
"Iran","2015",19.6182726953,"IRN"
"Iran","2016",39.8203279285,"IRN"
"Iran","2017",28.0585432788,"IRN"
"Iran","2018",35.8335997197,"IRN"
"Iran","2019",18.4901397719,"IRN"
"Iran","2020",17.267958352,"IRN"
"Iraq","2006",3.1662903965,"IRQ"
"Iraq","2007",0.8444428067,"IRQ"
"Iraq","2008",3.110148073,"IRQ"
"Iraq","2009",4.2803574843,"IRQ"
"Iraq","2010",35.1372842381,"IRQ"
"Iraq","2011",6.4004333574,"IRQ"
"Iraq","2012",5.2937631859,"IRQ"
"Iraq","2013",6.3866644734,"IRQ"
"Iraq","2014",9.0943969848,"IRQ"
"Iraq","2015",8.2000351983,"IRQ"
"Iraq","2016",10.7988804104,"IRQ"
"Iraq","2017",21.629075371,"IRQ"
"Iraq","2018",23.9163756116,"IRQ"
"Iraq","2019",24.0614875134,"IRQ"
"Iraq","2020",31.2859161908,"IRQ"
"Ireland","2006",11.1354311305,"IRL"
"Ireland","2007",13.062951196,"IRL"
"Ireland","2008",12.4006823665,"IRL"
"Ireland","2009",9.4565418485,"IRL"
"Ireland","2010",12.4819252642,"IRL"
"Ireland","2011",7.9849858337,"IRL"
"Ireland","2012",11.6613862321,"IRL"
"Ireland","2013",11.0218412493,"IRL"
"Ireland","2014",11.444465929,"IRL"
"Ireland","2015",11.869271088,"IRL"
"Ireland","2016",11.9930186029,"IRL"
"Ireland","2017",11.235919004,"IRL"
"Ireland","2018",11.5309891743,"IRL"
"Ireland","2019",14.055911248,"IRL"
"Ireland","2020",11.2119558693,"IRL"
"Israel","2006",22.9337781114,"ISR"
"Israel","2007",23.0763592815,"ISR"
"Israel","2008",22.1457628407,"ISR"
"Israel","2009",22.7713444678,"ISR"
"Israel","2010",41.7344429313,"ISR"
"Israel","2011",25.921589102,"ISR"
"Israel","2012",28.4905099051,"ISR"
"Israel","2013",30.9472647448,"ISR"
"Israel","2014",30.050719484,"ISR"
"Israel","2015",30.0722231149,"ISR"
"Israel","2016",34.5049656852,"ISR"
"Israel","2017",37.6618382489,"ISR"
"Israel","2018",39.1617965125,"ISR"
"Israel","2019",38.4338748254,"ISR"
"Israel","2020",40.6048303907,"ISR"
"Italy","2006",57.2097699899,"ITA"
"Italy","2007",59.5904343708,"ITA"
"Italy","2008",57.1459886301,"ITA"
"Italy","2009",67.8317315498,"ITA"
"Italy","2010",74.6220498775,"ITA"
"Italy","2011",63.7197758996,"ITA"
"Italy","2012",62.8446760735,"ITA"
"Italy","2013",61.3646767174,"ITA"
"Italy","2014",62.7343922291,"ITA"
"Italy","2015",63.4389009345,"ITA"
"Italy","2016",64.7804611484,"ITA"
"Italy","2017",64.8249787753,"ITA"
"Italy","2018",67.4771594415,"ITA"
"Italy","2019",65.8978972557,"ITA"
"Italy","2020",68.1199493092,"ITA"
"Jamaica","2006",25.7440271118,"JAM"
"Jamaica","2007",22.5722341803,"JAM"
"Jamaica","2008",20.752077566,"JAM"
"Jamaica","2009",21.9980175143,"JAM"
"Jamaica","2010",35.8711119766,"JAM"
"Jamaica","2011",22.3358884775,"JAM"
"Jamaica","2012",22.6522419303,"JAM"
"Jamaica","2013",27.2325910626,"JAM"
"Jamaica","2014",27.601269461,"JAM"
"Jamaica","2015",32.1767615181,"JAM"
"Jamaica","2016",23.2380465752,"JAM"
"Jamaica","2017",31.56027846,"JAM"
"Jamaica","2018",32.7041704765,"JAM"
"Jamaica","2019",32.9704588696,"JAM"
"Jamaica","2020",33.5044460341,"JAM"
"Japan","2006",72.6940244819,"JPN"
"Japan","2007",80.0118536543,"JPN"
"Japan","2008",73.691727666,"JPN"
"Japan","2009",71.4035903635,"JPN"
"Japan","2010",87.0567016244,"JPN"
"Japan","2011",72.0740090516,"JPN"
"Japan","2012",74.5768327103,"JPN"
"Japan","2013",68.7441668312,"JPN"
"Japan","2014",65.3857879432,"JPN"
"Japan","2015",73.7295126067,"JPN"
"Japan","2016",77.5353895604,"JPN"
"Japan","2017",76.4200616303,"JPN"
"Japan","2018",70.8418242665,"JPN"
"Japan","2019",78.1963408312,"JPN"
"Japan","2020",78.7698162379,"JPN"
"Jordan","2006",17.4432053319,"JOR"
"Jordan","2007",17.2947487942,"JOR"
"Jordan","2008",18.4531554262,"JOR"
"Jordan","2009",18.0314170486,"JOR"
"Jordan","2010",34.0928056192,"JOR"
"Jordan","2011",21.2757643321,"JOR"
"Jordan","2012",23.1247697583,"JOR"
"Jordan","2013",20.1600796944,"JOR"
"Jordan","2014",19.7125258276,"JOR"
"Jordan","2015",22.9090722442,"JOR"
"Jordan","2016",26.5279287793,"JOR"
"Jordan","2017",31.4703000911,"JOR"
"Jordan","2018",30.0466638071,"JOR"
"Jordan","2019",34.1488680045,"JOR"
"Jordan","2020",33.5001386494,"JOR"
"Kenya","2006",11.6196335668,"KEN"
"Kenya","2007",12.9361537517,"KEN"
"Kenya","2008",12.3570106963,"KEN"
"Kenya","2009",14.1943061881,"KEN"
"Kenya","2010",17.8121224947,"KEN"
"Kenya","2011",14.6624090995,"KEN"
"Kenya","2012",13.8183571071,"KEN"
"Kenya","2013",12.7900717881,"KEN"
"Kenya","2014",13.460753279,"KEN"
"Kenya","2015",14.1674146813,"KEN"
"Kenya","2016",14.8255196312,"KEN"
"Kenya","2017",16.7453721688,"KEN"
"Kenya","2018",16.5708498707,"KEN"
"Kenya","2019",24.7017446467,"KEN"
"Kenya","2020",17.3515076847,"KEN"
"Kiribati","2006",NA,"KIR"
"Kiribati","2007",NA,"KIR"
"Kiribati","2008",NA,"KIR"
"Kiribati","2009",2.7971345171,"KIR"
"Kiribati","2010",5.326167372,"KIR"
"Kiribati","2011",3.5503784762,"KIR"
"Kiribati","2012",3.7500523289,"KIR"
"Kiribati","2013",5.1091557856,"KIR"
"Kiribati","2014",3.6875463423,"KIR"
"Kiribati","2015",4.3818886229,"KIR"
"Kiribati","2016",4.8913024797,"KIR"
"Kiribati","2017",5.3124069519,"KIR"
"Kiribati","2018",5.3174959707,"KIR"
"Kiribati","2019",1.8118770574,"KIR"
"Kiribati","2020",5.3313064991,"KIR"
"North Korea","2006",0.6972035984,"PRK"
"North Korea","2007",0.6330716514,"PRK"
"North Korea","2008",0.8881447573,"PRK"
"North Korea","2009",0.8881447573,"PRK"
"North Korea","2010",NA,"PRK"
"North Korea","2011",0.8881447573,"PRK"
"North Korea","2012",0.8881447573,"PRK"
"North Korea","2013",NA,"PRK"
"North Korea","2014",NA,"PRK"
"North Korea","2015",NA,"PRK"
"North Korea","2016",NA,"PRK"
"North Korea","2017",NA,"PRK"
"North Korea","2018",NA,"PRK"
"North Korea","2019",NA,"PRK"
"North Korea","2020",NA,"PRK"
"South Korea","2006",68.1732753238,"KOR"
"South Korea","2007",70.1090823805,"KOR"
"South Korea","2008",72.0925903344,"KOR"
"South Korea","2009",80.9010607838,"KOR"
"South Korea","2010",108.0443099913,"KOR"
"South Korea","2011",86.3091985577,"KOR"
"South Korea","2012",87.2320595902,"KOR"
"South Korea","2013",90.120099461,"KOR"
"South Korea","2014",92.8702621914,"KOR"
"South Korea","2015",94.1612497028,"KOR"
"South Korea","2016",96.7252382575,"KOR"
"South Korea","2017",97.0650845118,"KOR"
"South Korea","2018",101.5268929926,"KOR"
"South Korea","2019",103.4100169886,"KOR"
"South Korea","2020",108.697280336,"KOR"
"Kuwait","2006",11.0953377302,"KWT"
"Kuwait","2007",10.5225204441,"KWT"
"Kuwait","2008",10.8855768088,"KWT"
"Kuwait","2009",13.1538038075,"KWT"
"Kuwait","2010",10.5610884243,"KWT"
"Kuwait","2011",9.2111119245,"KWT"
"Kuwait","2012",9.8810824298,"KWT"
"Kuwait","2013",11.2382036199,"KWT"
"Kuwait","2014",10.2750257974,"KWT"
"Kuwait","2015",11.1321443047,"KWT"
"Kuwait","2016",9.2492326843,"KWT"
"Kuwait","2017",9.9761505719,"KWT"
"Kuwait","2018",10.6244710442,"KWT"
"Kuwait","2019",11.8488488853,"KWT"
"Kuwait","2020",11.1070784397,"KWT"
"Latvia","2006",7.1660853202,"LVA"
"Latvia","2007",7.0231605807,"LVA"
"Latvia","2008",6.2069131997,"LVA"
"Latvia","2009",6.4178748363,"LVA"
"Latvia","2010",10.377398379,"LVA"
"Latvia","2011",7.4167062947,"LVA"
"Latvia","2012",8.1589429508,"LVA"
"Latvia","2013",7.2771285928,"LVA"
"Latvia","2014",7.5446222054,"LVA"
"Latvia","2015",8.0166893075,"LVA"
"Latvia","2016",7.3749646408,"LVA"
"Latvia","2017",6.9495058172,"LVA"
"Latvia","2018",8.5715481972,"LVA"
"Latvia","2019",9.1707822075,"LVA"
"Latvia","2020",10.8186885508,"LVA"
"Lebanon","2006",24.1963817042,"LBN"
"Lebanon","2007",23.8044627211,"LBN"
"Lebanon","2008",26.3855683938,"LBN"
"Lebanon","2009",23.0558975075,"LBN"
"Lebanon","2010",43.1524644826,"LBN"
"Lebanon","2011",27.4987337962,"LBN"
"Lebanon","2012",34.1907995671,"LBN"
"Lebanon","2013",34.5511929194,"LBN"
"Lebanon","2014",34.8521758703,"LBN"
"Lebanon","2015",36.4773475228,"LBN"
"Lebanon","2016",37.9341584684,"LBN"
"Lebanon","2017",36.5940629208,"LBN"
"Lebanon","2018",40.4118550736,"LBN"
"Lebanon","2019",41.7943756799,"LBN"
"Lebanon","2020",43.2069838429,"LBN"
"Liberia","2006",4.1010028315,"LBR"
"Liberia","2007",4.8163669532,"LBR"
"Liberia","2008",6.7620623438,"LBR"
"Liberia","2009",6.4374197836,"LBR"
"Liberia","2010",6.3635056257,"LBR"
"Liberia","2011",5.4972793714,"LBR"
"Liberia","2012",5.0195432039,"LBR"
"Liberia","2013",6.8529493566,"LBR"
"Liberia","2014",7.3015893168,"LBR"
"Liberia","2015",8.3487162644,"LBR"
"Liberia","2016",7.6680459745,"LBR"
"Liberia","2017",7.0596214895,"LBR"
"Liberia","2018",5.5887704043,"LBR"
"Liberia","2019",7.670323987,"LBR"
"Liberia","2020",8.0224471923,"LBR"
"Libya","2006",10.0577624635,"LBY"
"Libya","2007",11.6334306107,"LBY"
"Libya","2008",13.250083016,"LBY"
"Libya","2009",8.1549157501,"LBY"
"Libya","2010",12.5618768975,"LBY"
"Libya","2011",8.2372005674,"LBY"
"Libya","2012",6.6457852747,"LBY"
"Libya","2013",12.548875295,"LBY"
"Libya","2014",13.1333968736,"LBY"
"Libya","2015",16.3893656489,"LBY"
"Libya","2016",13.2324098074,"LBY"
"Libya","2017",8.9293786473,"LBY"
"Libya","2018",13.1226672448,"LBY"
"Libya","2019",12.9878239152,"LBY"
"Libya","2020",12.860596744,"LBY"
"Lithuania","2006",5.6139829882,"LTU"
"Lithuania","2007",7.4917926452,"LTU"
"Lithuania","2008",7.778798766,"LTU"
"Lithuania","2009",8.4866240238,"LTU"
"Lithuania","2010",14.4421423512,"LTU"
"Lithuania","2011",10.4976686528,"LTU"
"Lithuania","2012",14.5561592385,"LTU"
"Lithuania","2013",11.5115984337,"LTU"
"Lithuania","2014",10.9969539318,"LTU"
"Lithuania","2015",11.7092399693,"LTU"
"Lithuania","2016",15.6416947819,"LTU"
"Lithuania","2017",12.1823166196,"LTU"
"Lithuania","2018",17.3720525409,"LTU"
"Lithuania","2019",21.9510260977,"LTU"
"Lithuania","2020",13.4946098536,"LTU"
"Madagascar","2006",10.4395235771,"MDG"
"Madagascar","2007",10.5871049713,"MDG"
"Madagascar","2008",9.3423622251,"MDG"
"Madagascar","2009",7.5913597953,"MDG"
"Madagascar","2010",7.6191185533,"MDG"
"Madagascar","2011",8.3451513003,"MDG"
"Madagascar","2012",8.6973888192,"MDG"
"Madagascar","2013",12.6525951572,"MDG"
"Madagascar","2014",13.0546987269,"MDG"
"Madagascar","2015",9.6116459705,"MDG"
"Madagascar","2016",10.1516711198,"MDG"
"Madagascar","2017",9.3902522648,"MDG"
"Madagascar","2018",8.8864219952,"MDG"
"Madagascar","2019",8.3499085003,"MDG"
"Madagascar","2020",8.8557323975,"MDG"
"Malaysia","2006",63.9502796858,"MYS"
"Malaysia","2007",70.8876190847,"MYS"
"Malaysia","2008",77.6262487518,"MYS"
"Malaysia","2009",78.2882766588,"MYS"
"Malaysia","2010",99.5643999621,"MYS"
"Malaysia","2011",80.0542517327,"MYS"
"Malaysia","2012",86.8711248994,"MYS"
"Malaysia","2013",86.6368154666,"MYS"
"Malaysia","2014",89.3299973824,"MYS"
"Malaysia","2015",90.9300557392,"MYS"
"Malaysia","2016",92.1578760695,"MYS"
"Malaysia","2017",91.0996425046,"MYS"
"Malaysia","2018",93.5976536121,"MYS"
"Malaysia","2019",92.421376449,"MYS"
"Malaysia","2020",99.2084156697,"MYS"
"Maldives","2006",5.4010905934,"MDV"
"Maldives","2007",3.2025611964,"MDV"
"Maldives","2008",3.7064667277,"MDV"
"Maldives","2009",2.8172073853,"MDV"
"Maldives","2010",7.1489355701,"MDV"
"Maldives","2011",5.9172916524,"MDV"
"Maldives","2012",2.6246651142,"MDV"
"Maldives","2013",7.7759267802,"MDV"
"Maldives","2014",7.4082894418,"MDV"
"Maldives","2015",2.9229933084,"MDV"
"Maldives","2016",7.4208293588,"MDV"
"Maldives","2017",7.2506023416,"MDV"
"Maldives","2018",7.1366940942,"MDV"
"Maldives","2019",8.4576988149,"MDV"
"Maldives","2020",8.7033082766,"MDV"
"Malta","2006",26.611708473,"MLT"
"Malta","2007",28.547976523,"MLT"
"Malta","2008",28.8411726952,"MLT"
"Malta","2009",35.6995066681,"MLT"
"Malta","2010",56.5646665286,"MLT"
"Malta","2011",38.019573682,"MLT"
"Malta","2012",34.9664763127,"MLT"
"Malta","2013",42.4588609157,"MLT"
"Malta","2014",44.2815800752,"MLT"
"Malta","2015",45.445469549,"MLT"
"Malta","2016",49.8329595693,"MLT"
"Malta","2017",48.5766182165,"MLT"
"Malta","2018",47.4770780961,"MLT"
"Malta","2019",48.3442766831,"MLT"
"Malta","2020",51.1733772094,"MLT"
"Marshall Islands","2006",3.5994190843,"MHL"
"Marshall Islands","2007",4.6696087485,"MHL"
"Marshall Islands","2008",3.9776478102,"MHL"
"Marshall Islands","2009",4.4299386332,"MHL"
"Marshall Islands","2010",6.7351654245,"MHL"
"Marshall Islands","2011",3.5503784762,"MHL"
"Marshall Islands","2012",4.2940703901,"MHL"
"Marshall Islands","2013",5.790932011,"MHL"
"Marshall Islands","2014",4.4582258017,"MHL"
"Marshall Islands","2015",5.173252307,"MHL"
"Marshall Islands","2016",5.7443961743,"MHL"
"Marshall Islands","2017",6.1660913541,"MHL"
"Marshall Islands","2018",6.6983777087,"MHL"
"Marshall Islands","2019",4.4339060684,"MHL"
"Marshall Islands","2020",6.5845321799,"MHL"
"Mauritania","2006",6.7063538136,"MRT"
"Mauritania","2007",8.6253579469,"MRT"
"Mauritania","2008",4.6637631704,"MRT"
"Mauritania","2009",5.899139465,"MRT"
"Mauritania","2010",8.1720163667,"MRT"
"Mauritania","2011",7.1202572665,"MRT"
"Mauritania","2012",6.6558730283,"MRT"
"Mauritania","2013",7.1093302378,"MRT"
"Mauritania","2014",7.7441839467,"MRT"
"Mauritania","2015",6.7206366674,"MRT"
"Mauritania","2016",5.8455053063,"MRT"
"Mauritania","2017",8.1332710586,"MRT"
"Mauritania","2018",13.6061239684,"MRT"
"Mauritania","2019",7.4523040628,"MRT"
"Mauritania","2020",6.7134103104,"MRT"
"Mauritius","2006",14.922050363,"MUS"
"Mauritius","2007",17.1305992533,"MUS"
"Mauritius","2008",18.6676405899,"MUS"
"Mauritius","2009",18.7756194412,"MUS"
"Mauritius","2010",34.0612472887,"MUS"
"Mauritius","2011",19.1296504796,"MUS"
"Mauritius","2012",23.9080872874,"MUS"
"Mauritius","2013",28.8145302764,"MUS"
"Mauritius","2014",24.1243244108,"MUS"
"Mauritius","2015",25.1487556232,"MUS"
"Mauritius","2016",30.283726275,"MUS"
"Mauritius","2017",32.189703446,"MUS"
"Mauritius","2018",31.2770037428,"MUS"
"Mauritius","2019",33.6430524859,"MUS"
"Mauritius","2020",34.2528371521,"MUS"
"Mexico","2006",31.6570627646,"MEX"
"Mexico","2007",30.779068914,"MEX"
"Mexico","2008",32.0151375357,"MEX"
"Mexico","2009",34.2325138585,"MEX"
"Mexico","2010",48.6261423682,"MEX"
"Mexico","2011",36.8170209077,"MEX"
"Mexico","2012",37.4649040109,"MEX"
"Mexico","2013",38.6778909478,"MEX"
"Mexico","2014",38.4403007795,"MEX"
"Mexico","2015",40.6975581667,"MEX"
"Mexico","2016",46.5333599081,"MEX"
"Mexico","2017",44.3100454087,"MEX"
"Mexico","2018",44.9374294938,"MEX"
"Mexico","2019",45.2379088509,"MEX"
"Mexico","2020",48.7562272358,"MEX"
"Micronesia (Federated States of)","2006",1.5550970316,"FSM"
"Micronesia (Federated States of)","2007",3.6384236964,"FSM"
"Micronesia (Federated States of)","2008",3.8281953349,"FSM"
"Micronesia (Federated States of)","2009",3.9257034601,"FSM"
"Micronesia (Federated States of)","2010",4.4141730866,"FSM"
"Micronesia (Federated States of)","2011",1.7749560854,"FSM"
"Micronesia (Federated States of)","2012",2.4653585735,"FSM"
"Micronesia (Federated States of)","2013",2.2231172507,"FSM"
"Micronesia (Federated States of)","2014",2.2231172507,"FSM"
"Micronesia (Federated States of)","2015",2.3944347199,"FSM"
"Micronesia (Federated States of)","2016",2.3944347199,"FSM"
"Micronesia (Federated States of)","2017",2.77080559,"FSM"
"Micronesia (Federated States of)","2018",1.9336626425,"FSM"
"Micronesia (Federated States of)","2019",4.0399916518,"FSM"
"Micronesia (Federated States of)","2020",4.0399916518,"FSM"
"Moldova","2006",NA,"MDA"
"Moldova","2007",NA,"MDA"
"Moldova","2008",NA,"MDA"
"Moldova","2009",NA,"MDA"
"Moldova","2010",0.6354334777,"MDA"
"Moldova","2011",NA,"MDA"
"Moldova","2012",0.9128458598,"MDA"
"Moldova","2013",0.6316333081,"MDA"
"Moldova","2014",0.6031832108,"MDA"
"Moldova","2015",0.6031832108,"MDA"
"Moldova","2016",0.7280656831,"MDA"
"Moldova","2017",0.7280656831,"MDA"
"Moldova","2018",0.7280656831,"MDA"
"Moldova","2019",0.7275360832,"MDA"
"Moldova","2020",0.6354334777,"MDA"
"Montenegro","2006",NA,"MNE"
"Montenegro","2007",NA,"MNE"
"Montenegro","2008",1.5442005609,"MNE"
"Montenegro","2009",3.8864508732,"MNE"
"Montenegro","2010",5.0710622112,"MNE"
"Montenegro","2011",2.8871669177,"MNE"
"Montenegro","2012",4.8528113932,"MNE"
"Montenegro","2013",3.0697664128,"MNE"
"Montenegro","2014",4.5579123703,"MNE"
"Montenegro","2015",3.7185269917,"MNE"
"Montenegro","2016",3.8625318941,"MNE"
"Montenegro","2017",4.6491937108,"MNE"
"Montenegro","2018",3.1785110022,"MNE"
"Montenegro","2019",3.1832088414,"MNE"
"Montenegro","2020",5.4335376746,"MNE"
"Montserrat","2006",NA,"MSR"
"Montserrat","2007",NA,"MSR"
"Montserrat","2008",NA,"MSR"
"Montserrat","2009",NA,"MSR"
"Montserrat","2010",4.487175193,"MSR"
"Montserrat","2011",NA,"MSR"
"Montserrat","2012",NA,"MSR"
"Montserrat","2013",NA,"MSR"
"Montserrat","2014",2.7523283027,"MSR"
"Montserrat","2015",3.0538066319,"MSR"
"Montserrat","2016",3.0538066319,"MSR"
"Montserrat","2017",4.4881496569,"MSR"
"Montserrat","2018",4.487175193,"MSR"
"Montserrat","2019",4.487175193,"MSR"
"Montserrat","2020",4.487175193,"MSR"
"Morocco","2006",11.0120397402,"MAR"
"Morocco","2007",10.8369859837,"MAR"
"Morocco","2008",28.1263127109,"MAR"
"Morocco","2009",37.061571083,"MAR"
"Morocco","2010",69.095514676,"MAR"
"Morocco","2011",51.1231531186,"MAR"
"Morocco","2012",49.1902718381,"MAR"
"Morocco","2013",51.3663150534,"MAR"
"Morocco","2014",56.407148933,"MAR"
"Morocco","2015",57.5897560405,"MAR"
"Morocco","2016",58.2600998276,"MAR"
"Morocco","2017",60.9777693066,"MAR"
"Morocco","2018",67.6244277418,"MAR"
"Morocco","2019",61.8293506794,"MAR"
"Morocco","2020",68.9121986334,"MAR"
"Mozambique","2006",8.5209868344,"MOZ"
"Mozambique","2007",7.6755683953,"MOZ"
"Mozambique","2008",6.5039248805,"MOZ"
"Mozambique","2009",8.8460328769,"MOZ"
"Mozambique","2010",17.1046771965,"MOZ"
"Mozambique","2011",12.9260876529,"MOZ"
"Mozambique","2012",12.9943092414,"MOZ"
"Mozambique","2013",13.0358052081,"MOZ"
"Mozambique","2014",17.2168743133,"MOZ"
"Mozambique","2015",12.457153149,"MOZ"
"Mozambique","2016",11.5869578032,"MOZ"
"Mozambique","2017",10.5827206318,"MOZ"
"Mozambique","2018",11.1647758708,"MOZ"
"Mozambique","2019",10.4334050978,"MOZ"
"Mozambique","2020",13.221162906,"MOZ"
"Myanmar (Burma)","2006",3.5786203072,"MMR"
"Myanmar (Burma)","2007",3.1195682957,"MMR"
"Myanmar (Burma)","2008",3.409659886,"MMR"
"Myanmar (Burma)","2009",4.9184556509,"MMR"
"Myanmar (Burma)","2010",8.9146609997,"MMR"
"Myanmar (Burma)","2011",3.8262094965,"MMR"
"Myanmar (Burma)","2012",5.7787483522,"MMR"
"Myanmar (Burma)","2013",7.5029381335,"MMR"
"Myanmar (Burma)","2014",7.0405149274,"MMR"
"Myanmar (Burma)","2015",8.1455613105,"MMR"
"Myanmar (Burma)","2016",9.3655413215,"MMR"
"Myanmar (Burma)","2017",8.7132145588,"MMR"
"Myanmar (Burma)","2018",9.8615025234,"MMR"
"Myanmar (Burma)","2019",7.5349142255,"MMR"
"Myanmar (Burma)","2020",8.9204324224,"MMR"
"Namibia","2006",9.4903967177,"NAM"
"Namibia","2007",8.937740135,"NAM"
"Namibia","2008",10.2768138874,"NAM"
"Namibia","2009",10.5572467593,"NAM"
"Namibia","2010",14.5986502066,"NAM"
"Namibia","2011",13.7237156627,"NAM"
"Namibia","2012",14.3597679292,"NAM"
"Namibia","2013",15.8122190073,"NAM"
"Namibia","2014",15.2769421558,"NAM"
"Namibia","2015",19.4974705408,"NAM"
"Namibia","2016",25.2296517483,"NAM"
"Namibia","2017",16.3406608816,"NAM"
"Namibia","2018",15.0682797815,"NAM"
"Namibia","2019",14.3370342033,"NAM"
"Namibia","2020",15.4274379176,"NAM"
"Nauru","2006",NA,"NRU"
"Nauru","2007",NA,"NRU"
"Nauru","2008",NA,"NRU"
"Nauru","2009",NA,"NRU"
"Nauru","2010",NA,"NRU"
"Nauru","2011",1.0926546335,"NRU"
"Nauru","2012",1.0926546335,"NRU"
"Nauru","2013",NA,"NRU"
"Nauru","2014",1.2086454889,"NRU"
"Nauru","2015",2.0865640586,"NRU"
"Nauru","2016",2.0865640586,"NRU"
"Nauru","2017",1.7198498418,"NRU"
"Nauru","2018",1.7007007539,"NRU"
"Nauru","2019",1.8513339985,"NRU"
"Nauru","2020",1.7007007539,"NRU"
"Netherlands","2006",71.2473473503,"NLD"
"Netherlands","2007",74.7962007886,"NLD"
"Netherlands","2008",79.4825864469,"NLD"
"Netherlands","2009",80.4959408312,"NLD"
"Netherlands","2010",91.6425357236,"NLD"
"Netherlands","2011",81.0461794511,"NLD"
"Netherlands","2012",78.3003350522,"NLD"
"Netherlands","2013",78.1892131224,"NLD"
"Netherlands","2014",81.1782348645,"NLD"
"Netherlands","2015",81.1907741507,"NLD"
"Netherlands","2016",83.2968504354,"NLD"
"Netherlands","2017",82.7730982182,"NLD"
"Netherlands","2018",88.1766089541,"NLD"
"Netherlands","2019",88.4054584382,"NLD"
"Netherlands","2020",91.6039404141,"NLD"
"Netherlands Antilles","2006",12.6994967867,NA
"Netherlands Antilles","2007",13.8646265969,NA
"Netherlands Antilles","2008",14.0841618195,NA
"Netherlands Antilles","2009",10.8797194246,NA
"Netherlands Antilles","2010",NA,NA
"Netherlands Antilles","2011",NA,NA
"Netherlands Antilles","2012",NA,NA
"Netherlands Antilles","2013",NA,NA
"Netherlands Antilles","2014",NA,NA
"Netherlands Antilles","2015",NA,NA
"Netherlands Antilles","2016",NA,NA
"Netherlands Antilles","2017",NA,NA
"Netherlands Antilles","2018",NA,NA
"Netherlands Antilles","2019",NA,NA
"Netherlands Antilles","2020",NA,NA
"New Caledonia","2006",10.930509513,"NCL"
"New Caledonia","2007",12.1417256957,"NCL"
"New Caledonia","2008",12.4245589654,"NCL"
"New Caledonia","2009",12.7208942546,"NCL"
"New Caledonia","2010",10.5296889564,"NCL"
"New Caledonia","2011",12.240411352,"NCL"
"New Caledonia","2012",12.0526392247,"NCL"
"New Caledonia","2013",12.2141642111,"NCL"
"New Caledonia","2014",12.7396087103,"NCL"
"New Caledonia","2015",11.8280619449,"NCL"
"New Caledonia","2016",12.3729262467,"NCL"
"New Caledonia","2017",12.1578678488,"NCL"
"New Caledonia","2018",11.9399438677,"NCL"
"New Caledonia","2019",10.6263301999,"NCL"
"New Caledonia","2020",10.4621325259,"NCL"
"New Zealand","2006",20.2519183033,"NZL"
"New Zealand","2007",20.8841604232,"NZL"
"New Zealand","2008",21.670853137,"NZL"
"New Zealand","2009",20.1179616279,"NZL"
"New Zealand","2010",28.8587292311,"NZL"
"New Zealand","2011",19.849119019,"NZL"
"New Zealand","2012",19.5142470081,"NZL"
"New Zealand","2013",20.6990225835,"NZL"
"New Zealand","2014",21.1110121493,"NZL"
"New Zealand","2015",22.0091202088,"NZL"
"New Zealand","2016",21.1495705112,"NZL"
"New Zealand","2017",33.5551459018,"NZL"
"New Zealand","2018",30.2128018378,"NZL"
"New Zealand","2019",29.0181009853,"NZL"
"New Zealand","2020",28.6829601045,"NZL"
"Nicaragua","2006",5.3044183466,"NIC"
"Nicaragua","2007",7.9227954129,"NIC"
"Nicaragua","2008",8.5389197821,"NIC"
"Nicaragua","2009",9.9721739066,"NIC"
"Nicaragua","2010",9.4058383132,"NIC"
"Nicaragua","2011",11.7068363591,"NIC"
"Nicaragua","2012",6.7032744855,"NIC"
"Nicaragua","2013",8.1617704281,"NIC"
"Nicaragua","2014",7.551230443,"NIC"
"Nicaragua","2015",8.1013984419,"NIC"
"Nicaragua","2016",8.3101375856,"NIC"
"Nicaragua","2017",8.3109902414,"NIC"
"Nicaragua","2018",8.6632043307,"NIC"
"Nicaragua","2019",7.7262948209,"NIC"
"Nicaragua","2020",7.9165697668,"NIC"
"Nigeria","2006",15.7366646861,"NGA"
"Nigeria","2007",17.5463855466,"NGA"
"Nigeria","2008",18.9710302306,"NGA"
"Nigeria","2009",19.9439433776,"NGA"
"Nigeria","2010",21.4020409358,"NGA"
"Nigeria","2011",21.5521825704,"NGA"
"Nigeria","2012",21.0359773501,"NGA"
"Nigeria","2013",21.3858338358,"NGA"
"Nigeria","2014",22.5479720241,"NGA"
"Nigeria","2015",22.2826151707,"NGA"
"Nigeria","2016",24.6789390841,"NGA"
"Nigeria","2017",22.1532860086,"NGA"
"Nigeria","2018",21.3869823952,"NGA"
"Nigeria","2019",21.208533825,"NGA"
"Nigeria","2020",21.9140852509,"NGA"
"Niue","2006",NA,"NIU"
"Niue","2007",NA,"NIU"
"Niue","2008",NA,"NIU"
"Niue","2009",NA,"NIU"
"Niue","2010",2.0420145951,"NIU"
