"country","year","fossil_share_energy","region","iso","inv_dummy","bri_dummy","gdp","industry_share","pop_size","resource_rents","trade_share_gdp","urban_pop_share","covid_19"
"Algeria",2005,99.592,"Middle East & North Africa","DZA",1,0,3113.09488313746,49.8701398997935,17.316544828105,32.303053670784,71.2786009597481,63.83,0
"Algeria",2006,99.847,"Middle East & North Africa","DZA",1,0,3478.71000237566,50.9526401741971,17.3312563272227,34.2433256155452,70.7300124352536,64.593,0
"Algeria",2007,99.85,"Middle East & North Africa","DZA",1,0,3950.5129931247,48.8523114683532,17.3467701214922,32.2556631763814,71.9381290438053,65.348,0
"Algeria",2008,99.824,"Middle East & North Africa","DZA",1,0,4923.63161541179,49.9577496825341,17.3631318158734,33.8083959717289,76.6845181652822,66.097,0
"Algeria",2009,99.8,"Middle East & North Africa","DZA",1,0,3883.27090043586,36.915547463013,17.3803528915896,24.2282270633428,71.3243305469238,66.826,0
"Algeria",2010,99.891,"Middle East & North Africa","DZA",1,0,4480.78631766464,40.0094850012892,17.3984029390632,25.9920594179661,69.8666612628678,67.54,0
"Algeria",2011,99.779,"Middle East & North Africa","DZA",1,0,5455.67940349747,40.4856293971182,17.4172360249202,30.7705468287397,67.474301732347,68.236,0
"Algeria",2012,99.789,"Middle East & North Africa","DZA",1,0,5592.22011465753,38.6554620293483,17.4367506616682,29.7646205864107,65.4049791981269,68.915,0
"Algeria",2013,99.939,"Middle East & North Africa","DZA",1,0,5499.58733105334,34.4776124871823,17.4567776977213,27.605545959918,63.6108236711147,69.576,0
"Algeria",2014,99.89,"Middle East & North Africa","DZA",1,0,5493.05669453687,31.8977086818092,17.4771135692717,23.9154297223508,62.4143160110881,70.221,0
"Algeria",2015,99.909,"Middle East & North Africa","DZA",1,0,4177.8895415169,24.2547128570476,17.4975672901532,15.5849487255409,59.6951285987184,70.848,0
